time,target
"33,6","0,56001425"
"33,8","0,56342047"
34,"0,56095558"
"34,2","0,56015062"
"34,4","0,55863613"
"34,6","0,55665874"
"34,8","0,558918"
35,"0,56273955"
"35,2","0,55924082"
"35,4","0,55843294"
"35,6","0,56187266"
"35,8","0,56235677"
36,"0,56078488"
"36,2","0,55533516"
"36,4","0,56126964"
"36,6","0,55825031"
"36,8","0,55938584"
37,"0,56036317"
"37,2","0,55639923"
"37,4","0,56055832"
"37,6","0,56079757"
"37,8","0,56049299"
38,"0,55838686"
"38,2","0,55981922"
"38,4","0,55942786"
"38,6","0,55677497"
"38,8","0,55691832"
39,"0,55826038"
"39,2","0,55881542"
"39,4","0,55827743"
"39,6","0,55815113"
"39,8","0,55761808"
40,"0,5546301"
"40,2","0,55478942"
"40,4","0,55582398"
"40,6","0,55580878"
"40,8","0,55735928"
41,"0,55448735"
"41,2","0,55800265"
"41,4","0,5547961"
"41,6","0,55408704"
"41,8","0,55280274"
42,"0,55457503"
"42,2","0,55329341"
"42,4","0,55722189"
"42,6","0,5562858"
"42,8","0,55237085"
43,"0,55239922"
"43,2","0,55623639"
"43,4","0,55348766"
"43,6","0,55375808"
"43,8","0,55241317"
44,"0,55342233"
"44,2","0,55183023"
"44,4","0,55329031"
"44,6","0,55028647"
"44,8","0,55264461"
45,"0,54970855"
"45,2","0,55244207"
"45,4","0,55424213"
"45,6","0,55463529"
"45,8","0,55110186"
46,"0,55052948"
"46,2","0,5491668"
"46,4","0,55058396"
"46,6","0,55217814"
"46,8","0,55044186"
47,"0,55215478"
"47,2","0,55193901"
"47,4","0,55126107"
"47,6","0,54999447"
"47,8","0,55000079"
48,"0,55390424"
"48,2","0,54850769"
"48,4","0,54869717"
"48,6","0,54833925"
"48,8","0,54906392"
49,"0,54791236"
"49,2","0,54473871"
"49,4","0,54914695"
"49,6","0,54609144"
"49,8","0,54963714"
50,"0,54722583"
"50,2","0,54558069"
"50,4","0,5459798"
"50,6","0,54702723"
"50,8","0,54328549"
51,"0,54299486"
"51,2","0,54770738"
"51,4","0,54599959"
"51,6","0,54780817"
"51,8","0,5488615"
52,"0,5418666"
"52,2","0,5420996"
"52,4","0,54609632"
"52,6","0,5446409"
"52,8","0,54559976"
53,"0,54086196"
"53,2","0,54423708"
"53,4","0,54169285"
"53,6","0,54308647"
"53,8","0,54680789"
54,"0,5428533"
"54,2","0,54677707"
"54,4","0,54483807"
"54,6","0,54530317"
"54,8","0,54500401"
55,"0,54436707"
"55,2","0,5470047"
"55,4","0,54151803"
"55,6","0,53958452"
"55,8","0,54165602"
56,"0,54194909"
"56,2","0,54220605"
"56,4","0,54378957"
"56,6","0,54067689"
"56,8","0,542463"
57,"0,54054022"
"57,2","0,5409795"
"57,4","0,54130197"
"57,6","0,53881484"
"57,8","0,54203963"
58,"0,53875142"
"58,2","0,54207927"
"58,4","0,54267222"
"58,6","0,53707898"
"58,8","0,5376296"
59,"0,53794235"
"59,2","0,53966451"
"59,4","0,53926617"
"59,6","0,53848749"
"59,8","0,53947085"
60,"0,54009253"
"60,2","0,54108053"
"60,4","0,53697789"
"60,6","0,53818625"
"60,8","0,53545707"
61,"0,53769183"
"61,2","0,53867537"
"61,4","0,5381251"
"61,6","0,53603131"
"61,8","0,53817779"
62,"0,53612179"
"62,2","0,53357714"
"62,4","0,54005766"
"62,6","0,53823531"
"62,8","0,53561324"
63,"0,53700984"
"63,2","0,53429955"
"63,4","0,53740525"
"63,6","0,53468126"
"63,8","0,53534037"
64,"0,5331322"
"64,2","0,53580135"
"64,4","0,5333879"
"64,6","0,53437716"
"64,8","0,5306614"
65,"0,53430074"
"65,2","0,53059125"
"65,4","0,5284515"
"65,6","0,53306347"
"65,8","0,53116059"
66,"0,53314269"
"66,2","0,53116065"
"66,4","0,52805346"
"66,6","0,53322762"
"66,8","0,53468311"
67,"0,52856559"
"67,2","0,53168935"
"67,4","0,53067136"
"67,6","0,53069758"
"67,8","0,52976859"
68,"0,53227824"
"68,2","0,52944309"
"68,4","0,53118563"
"68,6","0,529769"
"68,8","0,53221309"
69,"0,5290978"
"69,2","0,52942067"
"69,4","0,53088254"
"69,6","0,53218722"
"69,8","0,53301132"
70,"0,52910894"
"70,2","0,52984107"
"70,4","0,53159171"
"70,6","0,52677286"
"70,8","0,52718061"
71,"0,52836996"
"71,2","0,5290488"
"71,4","0,52457505"
"71,6","0,52979642"
"71,8","0,52646452"
72,"0,53001499"
"72,2","0,52795643"
"72,4","0,53363729"
"72,6","0,52612674"
"72,8","0,52404612"
73,"0,52472633"
"73,2","0,52407962"
"73,4","0,52348435"
"73,6","0,5246771"
"73,8","0,52776909"
74,"0,52610826"
"74,2","0,52825814"
"74,4","0,52619594"
"74,6","0,52555609"
"74,8","0,52262086"
75,"0,52598852"
"75,2","0,52504689"
"75,4","0,52690434"
"75,6","0,5223974"
"75,8","0,52026856"
76,"0,52508253"
"76,2","0,52555126"
"76,4","0,5238511"
"76,6","0,52142102"
"76,8","0,5208382"
77,"0,52182198"
"77,2","0,52209443"
"77,4","0,52142543"
"77,6","0,5228405"
"77,8","0,51923215"
78,"0,51903522"
"78,2","0,52363551"
"78,4","0,51944518"
"78,6","0,52301896"
"78,8","0,52010936"
79,"0,51893508"
"79,2","0,52262759"
"79,4","0,52045435"
"79,6","0,51612115"
"79,8","0,51731187"
80,"0,52271003"
"80,2","0,5172531"
"80,4","0,52343196"
"80,6","0,52181298"
"80,8","0,51842785"
81,"0,51488644"
"81,2","0,5219546"
"81,4","0,51687795"
"81,6","0,51703244"
"81,8","0,51695538"
82,"0,51565051"
"82,2","0,51962054"
"82,4","0,51800323"
"82,6","0,51336539"
"82,8","0,51886851"
83,"0,51848394"
"83,2","0,51267648"
"83,4","0,5161261"
"83,6","0,51467973"
"83,8","0,5155912"
84,"0,51679349"
"84,2","0,51511985"
"84,4","0,51725745"
"84,6","0,51241636"
"84,8","0,51332599"
85,"0,51691568"
"85,2","0,51426172"
"85,4","0,51456648"
"85,6","0,51770365"
"85,8","0,51356429"
86,"0,51456678"
"86,2","0,51468849"
